OC,soil_types,tem,tp,pm,st,slope,twi,lc_1,ele,NDVI
8.8,114,289.5520935,1.27E-08,5721,3,1.833252907,17.11112213,12,277.3791504,0.228
12.7,39,289.7884521,1.61E-08,5211,3,1.287666321,12.31241989,12,297.6742554,0.331999987
8.9,39,291.2738342,1.44E-08,5211,3,4.059958458,11.34489346,12,118.9491196,0.284000009
5.7,39,288.9778137,1.45E-08,5211,3,0.778537035,25.02177048,12,403.2194519,0.203999996
11.9,114,289.3248291,1.65E-08,5721,3,1.278645277,10.7100153,15,351.6029968,0.312000006
17.5,39,289.8244324,1.63E-08,5211,3,2.201394081,10.166399,12,292.6319275,0.307999998
9.1,114,289.8445129,1.63E-08,5721,3,1.070555925,12.27398205,12,267.7606506,0.280000001
2.8,114,288.9300842,1.70E-08,5721,3,0.387126386,25.72048187,12,363.8242493,0.236000001
11.9,114,289.6828613,1.64E-08,5721,3,1.976456165,24.08979034,15,266.9312134,0.275999993
28.3,34,291.0897827,1.40E-08,5400,1,4.438031197,23.27927971,12,110.7112427,0.211999997
23,39,289.36026,1.51E-08,5211,3,0.997172236,24.77422333,12,335.6321716,0.228
16.1,39,290.2122192,1.40E-08,5211,3,3.139205933,17.19126701,12,169.6133881,0.300000012
8.4,39,289.0070496,1.38E-08,5211,3,2.683104038,12.53322601,12,407.0335693,0.219999999
7.4,39,290.2738647,1.51E-08,5211,2,4.645308018,23.2334404,12,198.7564697,0.252000004
9.9,114,291.0470886,1.37E-08,5721,3,0.934918463,24.83869934,13,56.1153183,0.211999997
8.9,39,288.5568542,1.76E-08,5211,3,0.602869809,12.1551466,20,399.1079712,0.384000003
8.4,34,288.3832703,1.65E-08,1200,2,2.373684406,23.90647697,24,529.9451294,0.263999999
92,34,290.5566406,1.41E-08,5400,1,0.681306601,14.63551521,12,23.70385742,0.244000003
28.1,34,289.0820007,1.69E-08,1200,2,5.895550728,22.99375725,12,386.8556824,0.252000004
11,114,289.2129211,1.60E-08,5721,3,1.165449023,15.51226807,12,271.8768921,0.231999993
7.6,34,288.7637939,1.78E-08,1200,2,0.992234588,24.77918816,12,412.7189636,0.34799999
7.4,34,289.7617798,1.57E-08,1200,2,2.782610893,23.74731636,12,262.6874695,0.419999987
8.4,34,289.6680603,1.32E-08,5400,1,1.882825136,24.13835907,12,296.2805786,0.192000002
10.3,34,289.9977417,1.55E-08,5400,1,2.399847031,10.07999229,17,246.1814728,0.34799999
25.1,34,289.331604,1.70E-08,2100,2,2.01732254,11.6400919,20,346.6842651,0.375999987
10.2,114,290.7145386,1.17E-08,5721,3,4.216120243,23.33077049,12,245.9403534,0.192000002
25.1,114,289.368988,1.75E-08,5721,3,6.80564642,22.84902191,28,419.6632385,0.331999987
13.2,49,291.6933289,1.67E-08,5400,2,0.103424311,27.04040718,12,15.45090866,0.25999999
20.4,88,290.1145325,2.83E-08,5400,2,2.483325481,11.14436913,17,50.29144669,0.54400003
32.1,88,290.0567932,2.84E-08,5400,2,3.564186573,23.49926567,17,244.7121735,0.611999989
16.3,114,291.1403503,2.45E-08,5400,2,,,17,37.61605072,0.508000016
20.6,114,290.3868103,2.66E-08,5400,2,3.198812008,9.792162895,17,100.4698639,0.532000005
39,114,289.9550781,2.53E-08,5400,2,4.988807678,23.16176414,28,248.5132446,0.536000013
18,76,289.7627563,2.57E-08,2110,2,0.914178252,24.86113739,17,271.8230896,0.519999981
19.8,114,290.4942322,2.89E-08,5400,2,3.002074718,12.49482059,21,27.27600861,0.551999986
21.2,88,289.1760559,2.88E-08,2110,2,2.450155258,10.05922127,21,249.6135254,0.603999972
13.2,88,289.6941528,2.82E-08,5400,2,2.105066538,24.02669525,17,256.4271851,0.579999983
50.6,76,286.336792,2.58E-08,2110,4,10.45208263,9.696613312,28,589.3701172,0.656000018
13.4,47,290.8443604,2.56E-08,5400,2,0.929507017,24.84450531,20,18.97473335,0.572000027
25.5,47,290.4226685,2.51E-08,5400,2,6.180236816,11.21017838,17,44.13473129,0.532000005
18.1,47,289.7896729,2.53E-08,5400,2,3.844509125,10.99412823,17,119.4310989,0.583999991
114.9,88,287.2077332,2.71E-08,2110,2,3.918778419,23.40415192,29,595.8830566,0.596000016
16,76,287.3011475,2.03E-08,2110,2,2.159575939,12.89364719,26,704.9961548,0.551999986
10.3,76,287.127594,2.13E-08,2110,2,3.223734856,10.47753239,20,646.8248291,0.579999983
36.3,34,284.3945618,2.98E-08,1410,2,10.11958218,22.44654655,29,1027.583496,0.691999972
11.1,76,288.6796875,2.09E-08,2110,2,2.345749855,23.91832924,17,449.6249084,0.680000007
26.2,114,289.7185669,1.91E-08,5400,2,3.72720623,11.5848217,20,233.6030121,0.65200001
26.2,76,284.3767395,2.53E-08,2110,2,7.915413857,8.88078022,26,1027.819214,0.575999975
9,76,282.817688,2.87E-08,2110,2,1.999716163,24.07808113,32,1394.375732,0.488000005
7.2,78,285.3459167,2.54E-08,4200,2,4.019748688,23.37863159,29,743.7471924,0.755999982
33.4,78,283.3571777,2.84E-08,4200,2,1.232717633,24.56211662,23,1227.406738,0.860000014
19.2,76,288.1061401,2.10E-08,2110,2,1.440382361,24.40637398,17,466.0431824,0.523999989
27.3,78,284.6586914,2.69E-08,4200,2,3.019243717,9.850049973,25,883.987854,0.75999999
32.1,78,282.9059448,3.02E-08,4200,2,6.891875744,22.83630943,21,1141.508057,0.684000015
62.4,76,286.1054688,2.47E-08,2110,2,11.89413834,22.28093529,28,869.3596191,0.635999978
39.3,76,288.5153503,1.70E-08,2110,2,9.927045822,8.650642395,21,578.1231689,0.560000002
19,78,283.1280212,3.02E-08,4200,2,4.262135983,23.31987572,24,1222.562866,0.699999988
127.9,76,282.2156982,3.26E-08,2110,4,6.224262238,9.12358284,24,1330.857056,0.727999985
62.7,76,281.7104492,3.41E-08,2110,4,2.294047117,23.9406414,24,1422.960693,0.791999996
98.2,76,286.3609009,2.45E-08,2110,4,4.640496731,23.23448181,23,1065.860107,0.819999993
19,88,291.4356079,1.72E-08,2110,4,0.283408612,14.92488956,15,4.373269558,0.439999998
8.9,88,291.406189,1.71E-08,2110,4,0.174038395,26.51996994,15,14.58267498,0.43599999
33.9,88,291.3438721,1.73E-08,2110,4,1.1416924,11.92195034,7,36.19597244,0.256000012
13,39,290.9503784,1.78E-08,5211,3,0.587074637,13.09798813,12,103.223465,0.467999995
11.8,39,290.9528809,1.79E-08,5211,3,2.524758577,23.84469986,15,94.67307281,0.307999998
13.7,39,291.4140625,1.70E-08,5211,2,1.717320085,11.80121231,15,87.91130066,0.372000009
15.8,39,290.6147461,1.81E-08,5211,3,1.003558874,24.76783752,15,233.62854,0.335999995
9,88,291.0196228,1.74E-08,2110,4,0.891721427,11.07050323,17,119.7682343,0.316000015
12.9,39,290.4855957,1.82E-08,5211,2,1.94680953,12.85435486,15,251.9039001,0.407999992
10.1,39,290.8814087,1.82E-08,5211,3,3.321673393,9.754392624,15,267.9016113,0.356000006
7.3,39,291.056427,1.82E-08,5211,3,2.612412214,11.38130951,12,149.2677612,0.351999998
7.2,88,289.815094,1.90E-08,2110,4,4.737891197,23.21361732,15,322.5805969,0.423999995
9.4,39,291.1506653,1.83E-08,5211,3,0.488335669,17.66417503,15,93.67749023,0.384000003
12.2,34,289.2675781,1.95E-08,2110,2,6.466741085,22.90056229,12,277.4662781,0.444000006
9,39,291.1341858,1.84E-08,5211,3,1.076337695,14.14039707,12,137.3960266,0.375999987
10.5,39,289.9987183,1.90E-08,5211,3,0.890484989,24.88740158,21,273.7303772,0.34799999
29.9,114,291.1259155,1.82E-08,5721,3,5.91759634,10.2730999,12,119.082016,0.335999995
8.5,114,290.1589966,1.94E-08,5721,3,2.514070988,11.41973114,12,238.5550537,0.244000003
10.4,39,290.4598083,1.90E-08,5211,3,1.002360821,13.1507473,15,177.5363617,0.300000012
28.8,39,289.2703247,2.00E-08,5211,3,3.905997276,12.68296051,20,303.4705505,0.275999993
22.1,39,287.6013794,2.16E-08,5211,3,2.281946421,23.9459343,12,689.5339966,0.39199999
13,39,289.5061035,2.09E-08,2140,3,1.522392869,13.17452049,15,327.9197083,0.272000015
15.6,39,289.990509,2.05E-08,2140,3,0.866691232,15.81747723,12,282.1546631,0.296000004
16.2,39,289.6676636,2.07E-08,2140,3,1.401116252,13.70955658,12,358.0440369,0.284000009
16.8,39,289.828064,1.72E-08,5211,3,3.099158049,10.92248821,30,93.28527832,0.375999987
21,39,288.959259,1.86E-08,5211,3,6.615370274,9.062129021,17,312.3914795,0.356000006
16.7,39,287.3288879,2.25E-08,5211,2,3.55620122,23.50151443,12,764.5913696,0.300000012
16.6,39,288.6424866,2.14E-08,2140,3,7.703749657,8.908223152,12,670.9609985,0.291999996
152.1,39,286.1582031,2.04E-08,5211,3,9.455356598,22.51577568,24,927.8256226,0.34799999
17.2,39,288.1557312,2.06E-08,5211,3,5.440249443,9.259145737,12,567.0788574,0.272000015
7.2,39,287.2944641,2.13E-08,5211,3,2.065456867,24.0457077,12,798.7841187,0.252000004
23.4,39,288.5151672,2.03E-08,5211,3,1.758602619,24.20665932,12,445.7655945,0.280000001
8.7,39,288.7567444,1.79E-08,5211,3,3.611909628,23.48592949,12,483.3646545,0.263999999
12.7,39,289.7207642,1.89E-08,5211,3,3.262236834,12.07507324,12,286.2924194,0.272000015
19.2,39,285.9231873,2.46E-08,5211,3,8.120336533,22.6703949,21,842.05896,0.428000003
20.9,39,287.1530457,1.84E-08,5211,3,5.147686481,23.13024902,12,713.3667603,0.239999995
23.7,39,288.7628174,1.99E-08,5211,3,6.961787224,10.10921955,12,292.5340271,0.300000012
58.4,32,282.7332153,3.14E-08,5211,2,9.229506493,9.823486328,29,1435.183716,0.648000002
7.4,32,288.4848022,2.51E-08,5211,2,7.865953922,22.70263863,17,684.0380859,0.527999997
78.7,39,285.6941223,2.86E-08,5211,3,5.760509968,23.01708984,21,979.4465332,0.512000024
4.4,39,286.7290344,1.99E-08,5211,3,1.061185122,24.71199226,20,698.0681152,0.416000009
13.5,39,289.4640808,1.29E-08,5211,3,1.76761055,24.20154762,12,317.0266418,0.167999998
9.1,39,289.6905212,1.29E-08,5211,3,2.767339706,23.7528286,12,281.3084106,0.184
14.6,32,285.1049805,2.66E-08,5211,2,3.222551107,23.6002636,23,1254.598877,0.575999975
21.3,33,284.2225647,3.28E-08,1210,2,3.583105326,23.49395752,32,1256.465454,0.723999977
105.3,33,284.2677917,3.49E-08,4200,1,4.427705765,23.28161812,23,1143.171387,0.80400002
17.4,47,290.8427124,2.53E-08,5400,2,0.275968224,26.05895424,20,17.03402901,0.596000016
8,88,290.5821838,2.62E-08,5400,2,1.158555388,24.62418175,20,29.65125084,0.43599999
16,88,290.4942322,2.60E-08,5400,2,0.694058537,12.41974449,20,51.61962128,0.488000005
12.6,47,290.6774902,2.59E-08,5400,2,1.171557188,11.89612103,13,10.1057272,0.648000002
7.9,88,290.4627686,2.65E-08,5400,2,1.816099763,16.96560669,20,34.29007339,0.492000014
16.9,88,290.261322,2.67E-08,5400,2,1.553947449,17.09834862,13,46.71450806,0.575999975
28.8,88,290.1373901,2.66E-08,5400,2,0.738042712,25.0751915,20,73.81430054,0.56400001
31.6,88,290.0536804,2.70E-08,5400,2,0.459010005,17.0721817,21,94.08974457,0.620000005
31.4,47,290.5987854,2.78E-08,5400,2,0.27163583,26.0747776,20,5.744529724,0.551999986
10.8,88,289.7871399,2.70E-08,5400,2,1.135910153,24.64392662,21,174.0107574,0.575999975
6.8,88,289.9341736,2.82E-08,5400,2,1.895732403,24.13152313,21,199.8358612,0.588
14.8,88,290.3182983,2.79E-08,5400,2,1.204822183,24.58501434,17,81.96866608,0.560000002
24.2,88,290.3808899,2.80E-08,5400,2,0.41047284,15.77823639,12,30.97966766,0.660000026
7.5,88,288.8134155,3.00E-08,1410,1,2.568960667,10.0118103,21,320.0878601,0.54400003
19.1,88,286.6914673,3.13E-08,2110,2,3.02727437,10.54053593,26,679.9317627,0.624000013
39.7,88,284.0490723,3.11E-08,2110,2,6.586619854,22.8820343,32,1356.728394,0.527999997
10.6,88,290.4480286,2.92E-08,5400,2,5.266047478,9.985028267,17,115.9411011,0.603999972
14.6,88,289.2470398,2.78E-08,5400,2,6.908441544,9.018375397,29,275.9306641,0.60799998
16.8,88,285.9771118,2.95E-08,2110,2,7.537352085,22.74583054,29,1199.16333,0.540000021
13.4,76,287.8559265,2.62E-08,2110,2,6.59440279,9.758479118,21,612.9508667,0.600000024
25.9,88,289.4631653,2.99E-08,5400,2,0.876113296,16.99352646,21,115.6370697,0.600000024
27.4,78,284.5756836,2.84E-08,4200,2,8.639286995,10.1783371,25,857.0617676,0.680000007
11.3,88,284.430603,2.78E-08,1410,1,2.050613403,24.05292702,24,1185.973877,0.74000001
27.2,76,284.5407715,2.64E-08,2110,2,6.431032181,10.70007324,21,1035.664429,0.723999977
33.1,76,287.1702271,2.49E-08,2110,2,11.5343771,9.595624924,21,794.4070435,0.536000013
18.8,47,286.3020325,2.29E-08,5400,2,3.557095528,23.50126266,28,869.5255127,0.483999997
18.5,47,287.4173279,2.07E-08,5400,2,2.648177385,11.59083652,12,624.2330933,0.428000003
83,47,287.3860474,1.97E-08,5400,2,5.21592474,23.11700821,28,793.4577637,0.388000011
53.2,76,284.7901917,2.81E-08,2110,2,13.58199024,9.426869392,29,1071.585205,0.527999997
32.7,76,285.8551331,2.35E-08,2110,2,2.241069794,23.96402931,24,985.4468384,0.596000016
18.5,88,286.7182617,2.38E-08,5400,2,3.802218676,13.72980213,13,653.0843506,0.588
22,88,288.4327393,1.87E-08,5400,2,9.606204033,9.377288818,28,569.0061035,0.572000027
13.7,114,286.2357178,2.53E-08,5400,2,4.160316467,10.627244,15,818.7904663,0.492000014
26.1,114,285.9575195,2.58E-08,5400,2,4.924476624,23.1748085,29,795.8831177,0.54400003
27.6,76,290.1110535,1.43E-08,2110,2,0.34874332,16.99299622,17,171.6596832,0.527999997
21.8,88,287.8158875,2.00E-08,5400,2,5.473338604,9.946192741,23,491.7947083,0.483999997
14.4,88,290.4969482,1.33E-08,5400,2,3.186307907,23.61159897,21,233.5942841,0.404000014
54.9,88,288.723938,1.77E-08,5400,2,3.147512913,23.62387276,28,487.515625,0.56400001
7.5,47,289.8184509,1.61E-08,5400,2,3.156915426,23.62088394,20,169.2388916,0.495999992
30.6,88,289.0684509,1.70E-08,5400,2,4.434427261,10.56319618,15,348.1872559,0.423999995
20.7,114,289.4724426,1.65E-08,5400,2,3.702356339,23.46113014,29,274.5770569,0.515999973
22.6,47,291.5475769,1.04E-08,5400,2,0.448247403,11.75837231,1,9.422696114,0.472000003
15.6,47,291.5755615,9.97E-09,5400,2,0.134104148,19.59580231,16,6.973966122,0.560000002
14.1,76,289.9169617,1.42E-08,2110,2,6.010920525,11.79778385,21,262.1442261,0.412
69.2,76,287.4468079,2.03E-08,2110,2,8.564482689,9.494018555,28,596.3581543,0.39199999
14,114,290.3545227,1.27E-08,5400,2,2.597560644,14.74565601,17,93.92049408,0.372000009
23.3,,291.3584595,9.37E-09,,,,,,,0.256000012
122.1,76,289.1389465,1.57E-08,2110,4,3.475892544,11.90612793,17,352.9533997,0.472000003
9.5,76,290.3164978,1.33E-08,2110,2,10.48092842,9.288330078,17,253.1794891,0.483999997
9.7,47,290.6134338,1.27E-08,5400,2,2.186328173,10.86642075,20,196.1057434,0.324000001
12.8,47,291.0502625,1.15E-08,5400,2,0.680360198,15.05464077,20,95.53591156,0.287999988
21.4,88,290.9755859,1.13E-08,2110,2,1.41023159,24.42753601,28,215.0566559,0.316000015
18.6,88,290.5719604,1.33E-08,2110,2,2.724644899,23.76840019,17,213.8909912,0.356000006
10.6,39,291.1977234,1.81E-08,5211,2,3.302117109,23.57582092,17,163.0077667,0.300000012
7.4,39,291.2820435,1.84E-08,5211,3,1.318872929,10.67902851,20,121.0339127,0.439999998
4.7,39,289.556366,2.00E-08,2140,3,5.034067631,23.15268707,19,396.054657,0.432000011
80.2,88,289.1390381,2.03E-08,2110,4,10.66651726,22.39273643,32,671.276001,0.492000014
71.6,83,287.3705444,2.21E-08,2100,2,6.798187256,22.85012817,24,815.3795776,0.472000003
33.8,88,289.9917603,2.00E-08,2110,4,14.26401329,8.2772789,32,309.6585693,0.432000011
25.7,39,290.5476074,2.15E-08,5211,3,4.770426273,14.4346571,16,63.08100128,0.648000002
11.8,,290.7937927,1.96E-08,,,,,,,0.272000015
19.2,34,288.3695984,2.30E-08,4200,2,7.397423267,22.76478386,19,370.7247009,0.479999989
15.6,34,289.181427,3.01E-08,4200,2,5.544563293,12.7057724,20,298.7549133,0.69599998
16.4,34,284.865448,3.19E-08,4200,2,4.65457201,23.23143959,17,1072.791504,0.691999972
27.3,33,282.1405029,4.28E-08,4200,1,8.46138382,22.62867355,23,1302.913574,0.832000017
67.4,34,287.4007568,3.56E-08,4200,2,2.380877733,23.9034481,12,556.6158447,0.75999999
33.9,34,288.0611877,3.40E-08,4200,2,4.158482552,23.34458542,20,537.5426025,0.69599998
101.5,33,280.862793,4.44E-08,4200,1,4.179044247,23.33963394,25,1666.281616,0.888000011
38.9,92,289.9911194,2.86E-08,6200,2,0.809970021,24.98218346,17,91.34105682,0.60799998
62.2,39,286.880249,3.48E-08,5211,3,7.668573856,9.606002808,2,367.06073,0.755999982
32.5,39,290.151062,2.41E-08,5211,3,2.679410458,13.55317497,30,88.98887634,0.384000003
20,34,290.3454285,2.34E-08,4200,2,1.265265942,14.52719975,16,52.1861496,0.419999987
13.4,47,290.6813354,3.48E-08,5400,2,0.346932232,13.96050644,13,-0.189853832,0.663999975
34,,290.4843445,3.42E-08,,,,,,,0.300000012
8,88,290.5270691,2.79E-08,5400,2,0.492376894,13.61037827,13,30.48841476,0.444000006
4.9,88,290.4911194,2.99E-08,5400,2,0.182427853,14.04367352,13,16.6447258,0.407999992
23.7,47,290.4194336,3.44E-08,5400,2,0.346661985,13.4016695,13,-0.198416829,0.660000026
12.4,47,290.0316772,3.45E-08,5400,2,6.679727077,9.052360535,17,75.34822083,0.523999989
8.1,88,290.3987732,3.15E-08,5400,2,0.463326097,25.54079437,15,31.07634544,0.532000005
25.1,88,289.9839172,3.09E-08,5400,2,3.457982779,9.714081764,20,125.3560333,0.448000014
10,47,289.8903198,3.06E-08,5400,2,2.982348919,23.67787743,20,98.38869476,0.476000011
14.3,47,290.1776123,2.98E-08,5400,2,2.99925971,11.46614075,2,49.65886688,0.488000005
24.6,88,288.2290039,2.93E-08,2110,2,5.045829296,11.28074074,28,340.1618652,0.54400003
35.8,76,284.8082886,3.02E-08,2110,2,16.45834923,8.820249557,21,927.958252,0.648000002
35.5,88,286.3834534,2.96E-08,2110,2,4.701229572,23.22142029,20,834.4709473,0.560000002
5,88,285.2770996,2.98E-08,2110,2,3.312186241,23.57276917,29,878.9919434,0.723999977
26.3,88,285.2923279,2.80E-08,5400,2,10.2765398,22.43082428,29,789.7055054,0.456
15.7,114,284.8074646,2.88E-08,5400,2,18.44981003,21.8210144,24,802.9744263,0.504000008
40,76,286.6213379,2.49E-08,2110,2,6.619089127,11.36414719,20,643.7346802,0.467999995
52.9,76,288.9016418,1.93E-08,2110,2,7.403770447,10.74016476,28,317.7992249,0.384000003
46.2,76,285.6790466,2.54E-08,2110,2,5.501097202,23.06346512,28,730.6708374,0.527999997
8.3,76,287.494751,2.17E-08,2110,2,15.70419216,8.869711876,23,518.2536011,0.824000001
30.7,76,285.0695496,2.67E-08,2110,2,6.819903374,10.97730827,26,929.4396973,0.512000024
31.3,76,285.3694458,2.63E-08,2110,2,4.693222523,10.50623512,24,808.2399292,0.5
5.7,78,286.8711243,2.31E-08,4200,2,10.75034142,22.38472366,25,481.3894653,0.620000005
10,78,289.0739746,1.76E-08,4200,2,3.554714203,10.78503609,17,144.0117035,0.519999981
36.9,88,283.4445801,3.21E-08,5400,2,4.16694355,23.34254456,24,1416.457153,0.716000021
27.2,114,290.5150757,1.57E-08,5400,2,1.032058954,24.73982811,21,127.7546616,0.400000006
51.5,76,288.5532227,1.61E-08,2110,2,15.50752735,8.189811707,24,443.7937317,0.451999992
53.8,88,290.0186157,1.23E-08,5400,2,4.763891697,10.77890396,24,117.5360641,0.532000005
40.6,88,290.227417,1.19E-08,5400,2,1.936170459,10.29488945,21,223.7402802,0.344000012
36.4,114,290.004364,1.26E-08,5400,2,10.43607235,8.599569321,20,248.4372406,0.30399999
22,76,287.1170959,2.01E-08,2110,2,4.097823143,9.543819427,7,638.934021,0.476000011
17.1,47,291.3196716,9.25E-09,5400,2,0.89189887,13.55521107,17,41.2286377,0.335999995
18.9,76,289.1269226,1.50E-08,2110,4,4.810647011,10.48140907,12,377.7905273,0.328000009
48.7,76,289.4139709,1.43E-08,2110,4,1.431822538,14.54806995,28,306.9268188,0.492000014
21.7,47,291.115448,1.03E-08,5400,2,1.444526553,10.58798885,3,77.73016357,0.256000012
74.1,76,284.8154907,2.48E-08,2110,4,8.206624031,22.65967941,24,1063.537598,0.663999975
13.3,47,289.3346252,1.74E-08,5400,2,0.051347781,18.65250397,13,96.75231171,0.680000007
9.7,78,289.4760437,1.58E-08,4200,2,2.479155064,11.43373489,40,96.71550751,0.660000026
19.2,76,289.6852417,1.28E-08,2110,2,1.20661068,13.658391,20,194.3812561,0.316000015
20.6,47,289.5870361,1.59E-08,5400,2,0.078434661,16.6369648,13,95.66433716,0.708000004
14,114,288.8400879,1.62E-08,5400,2,3.390086889,23.54946899,13,343.8323975,0.363999993
11.4,39,290.1007385,1.36E-08,5400,4,1.68796289,15.63066769,4,104.1812057,0.643999994
8.5,76,289.9709473,1.46E-08,2110,2,1.751659513,18.20302391,12,65.27555084,0.523999989
7.7,39,289.0306396,1.56E-08,5400,4,1.580893397,24.31324959,24,337.9460449,0.460000008
15.6,39,289.3934937,1.42E-08,5400,4,0.449908108,12.85328579,13,260.0240173,0.363999993
11,114,289.4585266,1.47E-08,5400,2,1.025370359,24.74633217,20,251.7894287,0.404000014
10.4,39,289.5898743,1.48E-08,5400,4,0.907259822,24.86873627,12,209.0306244,0.363999993
63.4,114,289.8207092,1.45E-08,5400,2,0.910130799,24.86557579,29,228.7068939,0.575999975
34.4,76,288.2202759,1.70E-08,2110,4,4.17488718,23.34063339,29,543.0756226,0.551999986
14.6,114,289.8953552,1.38E-08,5400,2,3.649136782,9.66013813,17,178.2069244,0.360000014
15.7,114,290.3085327,1.34E-08,5400,2,3.091902971,9.826224327,29,131.5513916,0.532000005
13.7,47,290.7926025,1.21E-08,5400,2,0.986676693,17.18988609,3,78.98301697,0.372000009
,76,289.7803955,1.49E-08,2110,4,2.280226231,23.94668961,21,274.8969116,0.611999989
48,76,288.3378296,1.80E-08,2110,4,4.441665649,23.27845764,2,558.9155273,0.555999994
96.8,76,290.4735718,1.31E-08,2110,2,4.005608559,23.38216591,29,371.1791992,0.444000006
96.5,76,288.8275146,1.77E-08,2110,2,2.427126169,23.88418579,2,475.8635559,0.463999987
26.7,76,288.9255981,1.88E-08,2110,2,6.069294453,9.148989677,29,433.6408691,0.519999981
37.8,88,289.9079285,1.65E-08,2110,2,1.906215906,11.4091053,21,206.9631195,0.476000011
4.7,78,290.6417542,1.56E-08,4200,2,,,20,22.33885193,0.476000011
11.2,78,289.9132996,1.52E-08,4200,2,2.645941496,23.79775429,12,218.4944305,0.356000006
29.6,78,288.8656311,1.74E-08,4200,2,5.652679443,23.03611183,28,579.1016846,0.572000027
24.4,34,288.5989075,3.21E-08,4200,2,4.772071362,12.68672276,23,298.7614136,0.635999978
12.8,34,288.677124,3.15E-08,4200,2,8.029185295,8.866323471,20,342.8468018,0.643999994
19.2,34,290.0359497,2.86E-08,4200,2,3.86421442,23.41821671,17,164.0608063,0.596000016
25.5,92,290.2363892,2.76E-08,6200,2,1.258552432,24.54137039,17,119.2616501,0.628000021
21.2,39,289.9051819,2.64E-08,5211,3,5.224083424,23.11543655,17,275.965271,0.751999974
25.1,33,287.1514282,3.16E-08,4200,1,4.624311447,11.03191757,23,641.1677246,0.796000004
7.9,92,288.7349548,2.96E-08,6200,2,4.414794922,10.16218662,12,166.9253845,0.540000021
65.9,33,285.4985046,3.40E-08,4200,1,1.882324934,24.1386261,23,1150.887695,0.867999971
30.5,92,288.4851379,2.96E-08,6200,2,1.179509282,24.60625267,25,317.1010132,0.632000029
28.7,33,286.3189087,3.25E-08,4200,1,5.89869833,22.99321938,23,920.0114746,0.867999971
20.9,114,290.2628784,2.44E-08,5721,3,2.160503149,24.00067711,12,110.0022964,0.495999992
14.6,39,290.0985107,2.16E-08,5211,3,1.81823647,24.17329025,12,97.87853241,0.356000006
23.8,76,290.1484985,3.87E-08,2110,4,1.092881322,14.23433876,12,41.11806107,0.555999994
62.6,76,288.4714661,3.94E-08,2110,4,5.436832905,9.259778023,21,467.6266479,0.588
94.2,76,288.9685059,3.94E-08,2110,4,3.053977251,23.65410042,12,329.6821594,0.472000003
16.6,76,289.8284607,3.82E-08,2110,4,2.692373514,9.964822769,12,131.33078,0.504000008
35.4,76,290.4826355,3.89E-08,2110,2,2.636582375,23.80130386,17,133.5762329,0.532000005
9,47,290.7614746,3.85E-08,5400,2,0.637540519,25.22159004,30,42.55874634,0.632000029
16.9,47,290.754364,3.77E-08,5400,2,0.572398663,25.32938004,20,36.04319763,0.643999994
9.3,88,287.7174377,3.78E-08,1410,1,5.439039707,10.86880779,25,409.5695801,0.691999972
49.6,88,289.8786621,3.67E-08,1410,1,3.352300406,11.35463142,21,121.5181427,0.65200001
23.2,47,290.3213196,3.63E-08,5400,2,1.587165594,15.56895065,20,24.57120323,0.635999978
21.1,88,287.0541992,3.74E-08,2110,2,12.69350052,9.091488838,20,605.2996826,0.720000029
17.9,88,284.8233337,3.70E-08,2110,2,8.093420982,22.67375946,25,776.348877,0.723999977
26.7,88,283.6790161,3.74E-08,1410,1,9.803601265,22.47891617,25,1208.541382,0.80400002
29.2,88,284.1104736,3.70E-08,2110,2,11.12062073,10.14395046,24,1009.218567,0.776000023
14.2,88,282.6339111,3.79E-08,2110,2,5.190897942,11.60891914,26,1145.351685,0.751999974
27.7,88,281.0000305,3.93E-08,1410,1,7.15846014,22.79797554,25,1288.957642,0.836000025
48.4,88,282.7315369,3.88E-08,1410,1,5.185072899,23.1229744,25,1306.078369,0.819999993
29.5,88,281.343811,3.86E-08,1410,1,1.612586141,24.29339027,25,1414.516968,0.811999977
44.1,88,282.118866,3.90E-08,1410,1,5.637683392,23.03878593,24,1472.397583,0.675999999
15.8,78,286.2144775,3.04E-08,4200,2,6.082266331,12.51413441,29,607.1943359,0.791999996
24.6,88,285.1501465,3.18E-08,1410,1,9.725013733,22.48712349,21,836.8369751,0.675999999
14.2,78,285.2494812,3.27E-08,4200,2,16.51514435,21.93897057,18,873.9690552,0.504000008
24.4,78,284.6837463,3.35E-08,4200,2,8.244395256,10.22580814,24,971.848877,0.768000007
18.1,78,287.2652588,2.57E-08,4200,2,3.743751287,13.72881413,28,475.8258057,0.540000021
22.9,88,284.204895,3.42E-08,1410,1,6.287507534,22.92890358,25,988.0752563,0.856000006
13.5,39,289.4826355,2.01E-08,5400,4,1.120100141,24.65794754,13,77.22559357,0.660000026
61.8,76,284.4885864,3.07E-08,2110,4,14.91979408,8.230326653,24,1144.513062,0.551999986
128.3,47,281.1676636,3.84E-08,5400,2,13.1911974,8.358542442,24,1638.565552,0.583999991
26.3,76,283.8469543,3.12E-08,2110,4,8.931389809,9.451411247,24,1203.567993,0.691999972
37.3,78,283.8297119,3.33E-08,4200,2,3.445572853,23.5331955,24,1193.43396,0.819999993
85.1,78,284.6144104,3.14E-08,4200,2,5.367238522,23.0882473,24,881.5522461,0.811999977
13.3,47,289.757782,1.85E-08,5400,2,0.835635841,13.08138371,13,16.39072609,0.680000007
